Score, Predict
/home/ubuntu/elec823/hurricane/mod12/ssn/snrLo/hvd_082_mono.wav, 0.22, 0.43
/home/ubuntu/elec823/hurricane/mod5/ssn/snrMid/hvd_053_mono.wav, 0.15, 0.43
/home/ubuntu/elec823/hurricane/mod14/ssn/snrHi/hvd_179_mono.wav, 0.07, 0.43
/home/ubuntu/elec823/hurricane/mod17/ssn/snrMid/hvd_081_mono.wav, 0.85, 0.47
/home/ubuntu/elec823/hurricane/mod1/ssn/snrMid/hvd_087_mono.wav, 0.17, 0.43
/home/ubuntu/elec823/hurricane/mod2/ssn/snrLo/hvd_129_mono.wav, 0.12, 0.43
/home/ubuntu/elec823/hurricane/mod8/ssn/snrMid/hvd_140_mono.wav, 0.80, 0.43
/home/ubuntu/elec823/hurricane/mod13/ssn/snrLo/hvd_172_mono.wav, 0.77, 0.43
/home/ubuntu/elec823/hurricane/mod2/ssn/snrHi/hvd_070_mono.wav, 0.11, 0.43
/home/ubuntu/elec823/hurricane/mod7/ssn/snrLo/hvd_123_mono.wav, 0.14, 0.43
/home/ubuntu/elec823/hurricane/mod9/ssn/snrHi/hvd_134_mono.wav, 0.90, 0.51
/home/ubuntu/elec823/hurricane/mod7/ssn/snrMid/hvd_169_mono.wav, 0.17, 0.52
/home/ubuntu/elec823/hurricane/mod16/ssn/snrHi/hvd_074_mono.wav, 0.97, 0.53
/home/ubuntu/elec823/hurricane/mod14/ssn/snrMid/hvd_003_mono.wav, 0.17, 0.46
/home/ubuntu/elec823/hurricane/mod4/ssn/snrLo/hvd_145_mono.wav, 0.06, 0.43
/home/ubuntu/elec823/hurricane/mod18/ssn/snrMid/hvd_068_mono.wav, 0.14, 0.43
/home/ubuntu/elec823/hurricane/mod5/ssn/snrLo/hvd_165_mono.wav, 0.04, 0.43
/home/ubuntu/elec823/hurricane/mod17/ssn/snrLo/hvd_177_mono.wav, 0.86, 0.47
/home/ubuntu/elec823/hurricane/mod6/ssn/snrLo/hvd_010_mono.wav, 0.62, 0.43
/home/ubuntu/elec823/hurricane/mod16/ssn/snrLo/hvd_153_mono.wav, 0.40, 0.43
/home/ubuntu/elec823/hurricane/mod12/ssn/snrHi/hvd_076_mono.wav, 0.07, 0.56
/home/ubuntu/elec823/hurricane/mod7/ssn/snrLo/hvd_027_mono.wav, 0.11, 0.43
/home/ubuntu/elec823/hurricane/mod13/ssn/snrMid/hvd_055_mono.wav, 0.86, 0.53
/home/ubuntu/elec823/hurricane/mod15/ssn/snrHi/hvd_002_mono.wav, 0.85, 0.56
/home/ubuntu/elec823/hurricane/mod5/ssn/snrMid/hvd_049_mono.wav, 0.18, 0.55
/home/ubuntu/elec823/hurricane/mod1/ssn/snrHi/hvd_071_mono.wav, 0.11, 0.48
/home/ubuntu/elec823/hurricane/mod14/ssn/snrLo/hvd_092_mono.wav, 0.08, 0.43
/home/ubuntu/elec823/hurricane/mod16/ssn/snrMid/hvd_022_mono.wav, 0.80, 0.43
/home/ubuntu/elec823/hurricane/mod15/ssn/snrMid/hvd_132_mono.wav, 0.88, 0.59
/home/ubuntu/elec823/hurricane/mod3/ssn/snrHi/hvd_015_mono.wav, 0.77, 0.58
/home/ubuntu/elec823/hurricane/mod14/ssn/snrHi/hvd_027_mono.wav, 0.17, 0.57
/home/ubuntu/elec823/hurricane/mod18/ssn/snrLo/hvd_091_mono.wav, 0.03, 0.43
/home/ubuntu/elec823/hurricane/mod18/ssn/snrHi/hvd_105_mono.wav, 0.07, 0.43
/home/ubuntu/elec823/hurricane/mod20/ssn/snrMid/hvd_045_mono.wav, 0.70, 0.43
/home/ubuntu/elec823/hurricane/mod1/ssn/snrMid/hvd_010_mono.wav, 0.23, 0.43
/home/ubuntu/elec823/hurricane/mod6/ssn/snrMid/hvd_076_mono.wav, 0.84, 0.49
/home/ubuntu/elec823/hurricane/mod6/ssn/snrLo/hvd_111_mono.wav, 0.60, 0.43
/home/ubuntu/elec823/hurricane/mod10/ssn/snrMid/hvd_117_mono.wav, 0.69, 0.43
/home/ubuntu/elec823/hurricane/mod2/ssn/snrLo/hvd_055_mono.wav, 0.09, 0.43
/home/ubuntu/elec823/hurricane/mod17/ssn/snrHi/hvd_114_mono.wav, 0.97, 0.63
/home/ubuntu/elec823/hurricane/mod3/ssn/snrLo/hvd_119_mono.wav, 0.44, 0.43
/home/ubuntu/elec823/hurricane/mod18/ssn/snrLo/hvd_163_mono.wav, 0.14, 0.43
/home/ubuntu/elec823/hurricane/mod5/ssn/snrLo/hvd_052_mono.wav, 0.05, 0.43
/home/ubuntu/elec823/hurricane/mod1/ssn/snrMid/hvd_143_mono.wav, 0.21, 0.51
/home/ubuntu/elec823/hurricane/mod7/ssn/snrLo/hvd_003_mono.wav, 0.17, 0.43
/home/ubuntu/elec823/hurricane/mod2/ssn/snrMid/hvd_125_mono.wav, 0.17, 0.43
/home/ubuntu/elec823/hurricane/mod15/ssn/snrHi/hvd_171_mono.wav, 0.98, 0.55
/home/ubuntu/elec823/hurricane/mod3/ssn/snrLo/hvd_146_mono.wav, 0.28, 0.43
/home/ubuntu/elec823/hurricane/mod5/ssn/snrLo/hvd_105_mono.wav, 0.05, 0.43
/home/ubuntu/elec823/hurricane/mod10/ssn/snrMid/hvd_017_mono.wav, 0.51, 0.43
/home/ubuntu/elec823/hurricane/mod8/ssn/snrLo/hvd_175_mono.wav, 0.32, 0.43
/home/ubuntu/elec823/hurricane/mod7/ssn/snrLo/hvd_043_mono.wav, 0.10, 0.43
/home/ubuntu/elec823/hurricane/mod4/ssn/snrLo/hvd_106_mono.wav, 0.11, 0.43
/home/ubuntu/elec823/hurricane/mod10/ssn/snrMid/hvd_132_mono.wav, 0.68, 0.53
/home/ubuntu/elec823/hurricane/mod10/ssn/snrHi/hvd_018_mono.wav, 0.83, 0.54
/home/ubuntu/elec823/hurricane/mod10/ssn/snrMid/hvd_146_mono.wav, 0.45, 0.43
/home/ubuntu/elec823/hurricane/mod7/ssn/snrHi/hvd_061_mono.wav, 0.16, 0.55
/home/ubuntu/elec823/hurricane/mod9/ssn/snrMid/hvd_057_mono.wav, 0.88, 0.47
/home/ubuntu/elec823/hurricane/mod12/ssn/snrHi/hvd_117_mono.wav, 0.28, 0.51
/home/ubuntu/elec823/hurricane/mod1/ssn/snrHi/hvd_075_mono.wav, 0.30, 0.54
/home/ubuntu/elec823/hurricane/mod12/ssn/snrLo/hvd_011_mono.wav, 0.13, 0.43
/home/ubuntu/elec823/hurricane/mod7/ssn/snrMid/hvd_044_mono.wav, 0.15, 0.43
/home/ubuntu/elec823/hurricane/mod8/ssn/snrLo/hvd_099_mono.wav, 0.45, 0.43
/home/ubuntu/elec823/hurricane/mod4/ssn/snrHi/hvd_086_mono.wav, 0.09, 0.46
/home/ubuntu/elec823/hurricane/mod17/ssn/snrLo/hvd_153_mono.wav, 0.82, 0.43
/home/ubuntu/elec823/hurricane/mod7/ssn/snrLo/hvd_114_mono.wav, 0.15, 0.43
/home/ubuntu/elec823/hurricane/mod16/ssn/snrHi/hvd_060_mono.wav, 0.91, 0.51
/home/ubuntu/elec823/hurricane/mod8/ssn/snrHi/hvd_172_mono.wav, 0.90, 0.48
/home/ubuntu/elec823/hurricane/mod19/ssn/snrMid/hvd_086_mono.wav, 0.11, 0.46
/home/ubuntu/elec823/hurricane/mod7/ssn/snrLo/hvd_044_mono.wav, 0.16, 0.43
/home/ubuntu/elec823/hurricane/mod13/ssn/snrHi/hvd_017_mono.wav, 0.98, 0.61
/home/ubuntu/elec823/hurricane/mod18/ssn/snrLo/hvd_152_mono.wav, 0.13, 0.43
/home/ubuntu/elec823/hurricane/mod6/ssn/snrMid/hvd_127_mono.wav, 0.83, 0.52
/home/ubuntu/elec823/hurricane/mod4/ssn/snrMid/hvd_109_mono.wav, 0.23, 0.43
/home/ubuntu/elec823/hurricane/mod10/ssn/snrMid/hvd_127_mono.wav, 0.61, 0.43
/home/ubuntu/elec823/hurricane/mod7/ssn/snrHi/hvd_158_mono.wav, 0.14, 0.56
/home/ubuntu/elec823/hurricane/mod16/ssn/snrHi/hvd_050_mono.wav, 0.97, 0.56
/home/ubuntu/elec823/hurricane/mod1/ssn/snrHi/hvd_064_mono.wav, 0.14, 0.51
/home/ubuntu/elec823/hurricane/mod18/ssn/snrLo/hvd_156_mono.wav, 0.11, 0.43
/home/ubuntu/elec823/hurricane/mod6/ssn/snrMid/hvd_056_mono.wav, 0.90, 0.43
/home/ubuntu/elec823/hurricane/mod17/ssn/snrMid/hvd_176_mono.wav, 0.91, 0.43
/home/ubuntu/elec823/hurricane/mod10/ssn/snrLo/hvd_038_mono.wav, 0.49, 0.43
/home/ubuntu/elec823/hurricane/mod2/ssn/snrMid/hvd_027_mono.wav, 0.19, 0.43
/home/ubuntu/elec823/hurricane/mod7/ssn/snrLo/hvd_143_mono.wav, 0.13, 0.43
/home/ubuntu/elec823/hurricane/mod16/ssn/snrHi/hvd_073_mono.wav, 0.93, 0.59
/home/ubuntu/elec823/hurricane/mod13/ssn/snrMid/hvd_117_mono.wav, 0.95, 0.47
/home/ubuntu/elec823/hurricane/mod11/ssn/snrLo/hvd_033_mono.wav, 0.16, 0.43
/home/ubuntu/elec823/hurricane/mod2/ssn/snrLo/hvd_156_mono.wav, 0.09, 0.43
/home/ubuntu/elec823/hurricane/mod5/ssn/snrHi/hvd_089_mono.wav, 0.10, 0.47
/home/ubuntu/elec823/hurricane/mod10/ssn/snrMid/hvd_073_mono.wav, 0.67, 0.43
/home/ubuntu/elec823/hurricane/mod20/ssn/snrLo/hvd_123_mono.wav, 0.54, 0.43
/home/ubuntu/elec823/hurricane/mod8/ssn/snrLo/hvd_157_mono.wav, 0.55, 0.43
/home/ubuntu/elec823/hurricane/mod4/ssn/snrHi/hvd_026_mono.wav, 0.12, 0.48
/home/ubuntu/elec823/hurricane/mod3/ssn/snrHi/hvd_060_mono.wav, 0.86, 0.49
/home/ubuntu/elec823/hurricane/mod19/ssn/snrMid/hvd_073_mono.wav, 0.13, 0.43
/home/ubuntu/elec823/hurricane/mod20/ssn/snrHi/hvd_016_mono.wav, 0.95, 0.60
/home/ubuntu/elec823/hurricane/mod14/ssn/snrHi/hvd_017_mono.wav, 0.13, 0.55
/home/ubuntu/elec823/hurricane/mod1/ssn/snrHi/hvd_002_mono.wav, 0.43, 0.43
/home/ubuntu/elec823/hurricane/mod20/ssn/snrHi/hvd_121_mono.wav, 0.86, 0.51
/home/ubuntu/elec823/hurricane/mod13/ssn/snrLo/hvd_179_mono.wav, 0.59, 0.43
/home/ubuntu/elec823/hurricane/mod15/ssn/snrHi/hvd_112_mono.wav, 0.85, 0.51
/home/ubuntu/elec823/hurricane/mod7/ssn/snrMid/hvd_107_mono.wav, 0.11, 0.53
/home/ubuntu/elec823/hurricane/mod17/ssn/snrLo/hvd_017_mono.wav, 0.74, 0.44
/home/ubuntu/elec823/hurricane/mod4/ssn/snrLo/hvd_060_mono.wav, 0.16, 0.43
/home/ubuntu/elec823/hurricane/mod10/ssn/snrMid/hvd_161_mono.wav, 0.52, 0.43
/home/ubuntu/elec823/hurricane/mod13/ssn/snrLo/hvd_051_mono.wav, 0.75, 0.43
/home/ubuntu/elec823/hurricane/mod4/ssn/snrHi/hvd_058_mono.wav, 0.34, 0.45
/home/ubuntu/elec823/hurricane/mod4/ssn/snrLo/hvd_076_mono.wav, 0.05, 0.43
/home/ubuntu/elec823/hurricane/mod16/ssn/snrMid/hvd_138_mono.wav, 0.70, 0.43
/home/ubuntu/elec823/hurricane/mod8/ssn/snrMid/hvd_058_mono.wav, 0.79, 0.43
/home/ubuntu/elec823/hurricane/mod9/ssn/snrMid/hvd_132_mono.wav, 0.72, 0.43
/home/ubuntu/elec823/hurricane/mod16/ssn/snrLo/hvd_090_mono.wav, 0.44, 0.43
/home/ubuntu/elec823/hurricane/mod11/ssn/snrMid/hvd_163_mono.wav, 0.24, 0.43
/home/ubuntu/elec823/hurricane/mod14/ssn/snrLo/hvd_112_mono.wav, 0.10, 0.43
/home/ubuntu/elec823/hurricane/mod2/ssn/snrHi/hvd_119_mono.wav, 0.15, 0.43
/home/ubuntu/elec823/hurricane/mod6/ssn/snrMid/hvd_150_mono.wav, 0.78, 0.43
/home/ubuntu/elec823/hurricane/mod18/ssn/snrLo/hvd_143_mono.wav, 0.05, 0.43
/home/ubuntu/elec823/hurricane/mod5/ssn/snrHi/hvd_155_mono.wav, 0.17, 0.58
/home/ubuntu/elec823/hurricane/mod14/ssn/snrHi/hvd_056_mono.wav, 0.46, 0.56
/home/ubuntu/elec823/hurricane/mod11/ssn/snrLo/hvd_022_mono.wav, 0.10, 0.43
/home/ubuntu/elec823/hurricane/mod18/ssn/snrHi/hvd_069_mono.wav, 0.23, 0.43
/home/ubuntu/elec823/hurricane/mod19/ssn/snrMid/hvd_166_mono.wav, 0.07, 0.43
/home/ubuntu/elec823/hurricane/mod12/ssn/snrHi/hvd_164_mono.wav, 0.15, 0.52
/home/ubuntu/elec823/hurricane/mod19/ssn/snrMid/hvd_042_mono.wav, 0.18, 0.44
/home/ubuntu/elec823/hurricane/mod11/ssn/snrLo/hvd_105_mono.wav, 0.13, 0.43
/home/ubuntu/elec823/hurricane/mod2/ssn/snrHi/hvd_031_mono.wav, 0.23, 0.43
/home/ubuntu/elec823/hurricane/mod15/ssn/snrMid/hvd_068_mono.wav, 0.85, 0.43
/home/ubuntu/elec823/hurricane/mod12/ssn/snrMid/hvd_092_mono.wav, 0.10, 0.43
/home/ubuntu/elec823/hurricane/mod19/ssn/snrLo/hvd_180_mono.wav, 0.07, 0.43
/home/ubuntu/elec823/hurricane/mod19/ssn/snrLo/hvd_162_mono.wav, 0.16, 0.43
/home/ubuntu/elec823/hurricane/mod2/ssn/snrMid/hvd_179_mono.wav, 0.11, 0.43
/home/ubuntu/elec823/hurricane/mod15/ssn/snrHi/hvd_176_mono.wav, 0.93, 0.48
/home/ubuntu/elec823/hurricane/mod10/ssn/snrLo/hvd_113_mono.wav, 0.45, 0.43
/home/ubuntu/elec823/hurricane/mod18/ssn/snrHi/hvd_167_mono.wav, 0.32, 0.43
/home/ubuntu/elec823/hurricane/mod14/ssn/snrMid/hvd_105_mono.wav, 0.11, 0.43
/home/ubuntu/elec823/hurricane/mod3/ssn/snrMid/hvd_125_mono.wav, 0.74, 0.48
/home/ubuntu/elec823/hurricane/mod4/ssn/snrHi/hvd_129_mono.wav, 0.15, 0.43
/home/ubuntu/elec823/hurricane/mod20/ssn/snrHi/hvd_012_mono.wav, 0.94, 0.64
/home/ubuntu/elec823/hurricane/mod11/ssn/snrMid/hvd_105_mono.wav, 0.25, 0.43
/home/ubuntu/elec823/hurricane/mod10/ssn/snrMid/hvd_141_mono.wav, 0.68, 0.43
/home/ubuntu/elec823/hurricane/mod17/ssn/snrMid/hvd_077_mono.wav, 0.83, 0.47
/home/ubuntu/elec823/hurricane/mod1/ssn/snrMid/hvd_022_mono.wav, 0.16, 0.43
/home/ubuntu/elec823/hurricane/mod9/ssn/snrMid/hvd_172_mono.wav, 0.84, 0.43
/home/ubuntu/elec823/hurricane/mod13/ssn/snrMid/hvd_152_mono.wav, 0.86, 0.43
/home/ubuntu/elec823/hurricane/mod5/ssn/snrLo/hvd_081_mono.wav, 0.22, 0.43
/home/ubuntu/elec823/hurricane/mod4/ssn/snrHi/hvd_132_mono.wav, 0.37, 0.60
/home/ubuntu/elec823/hurricane/mod18/ssn/snrHi/hvd_030_mono.wav, 0.09, 0.44
/home/ubuntu/elec823/hurricane/mod4/ssn/snrLo/hvd_135_mono.wav, 0.15, 0.43
/home/ubuntu/elec823/hurricane/mod8/ssn/snrMid/hvd_077_mono.wav, 0.57, 0.43
/home/ubuntu/elec823/hurricane/mod20/ssn/snrLo/hvd_098_mono.wav, 0.61, 0.43
/home/ubuntu/elec823/hurricane/mod17/ssn/snrHi/hvd_061_mono.wav, 0.95, 0.59
/home/ubuntu/elec823/hurricane/mod17/ssn/snrMid/hvd_123_mono.wav, 0.88, 0.43
/home/ubuntu/elec823/hurricane/mod11/ssn/snrLo/hvd_152_mono.wav, 0.20, 0.43
/home/ubuntu/elec823/hurricane/mod6/ssn/snrHi/hvd_092_mono.wav, 0.92, 0.43
/home/ubuntu/elec823/hurricane/mod16/ssn/snrMid/hvd_092_mono.wav, 0.64, 0.43
/home/ubuntu/elec823/hurricane/mod19/ssn/snrMid/hvd_069_mono.wav, 0.12, 0.43
/home/ubuntu/elec823/hurricane/mod15/ssn/snrLo/hvd_027_mono.wav, 0.67, 0.43
/home/ubuntu/elec823/hurricane/mod8/ssn/snrLo/hvd_164_mono.wav, 0.42, 0.43
/home/ubuntu/elec823/hurricane/mod13/ssn/snrLo/hvd_095_mono.wav, 0.83, 0.43
/home/ubuntu/elec823/hurricane/mod17/ssn/snrHi/hvd_060_mono.wav, 0.94, 0.57
/home/ubuntu/elec823/hurricane/mod4/ssn/snrLo/hvd_165_mono.wav, 0.17, 0.43
/home/ubuntu/elec823/hurricane/mod7/ssn/snrMid/hvd_139_mono.wav, 0.12, 0.43
/home/ubuntu/elec823/hurricane/mod9/ssn/snrHi/hvd_016_mono.wav, 0.92, 0.53
/home/ubuntu/elec823/hurricane/mod11/ssn/snrLo/hvd_062_mono.wav, 0.13, 0.43
/home/ubuntu/elec823/hurricane/mod18/ssn/snrLo/hvd_115_mono.wav, 0.11, 0.43
/home/ubuntu/elec823/hurricane/mod10/ssn/snrHi/hvd_162_mono.wav, 0.91, 0.43
/home/ubuntu/elec823/hurricane/mod15/ssn/snrMid/hvd_008_mono.wav, 0.88, 0.46
/home/ubuntu/elec823/hurricane/mod7/ssn/snrMid/hvd_050_mono.wav, 0.14, 0.44
/home/ubuntu/elec823/hurricane/mod4/ssn/snrMid/hvd_080_mono.wav, 0.35, 0.44
/home/ubuntu/elec823/hurricane/mod18/ssn/snrLo/hvd_032_mono.wav, 0.19, 0.43
/home/ubuntu/elec823/hurricane/mod6/ssn/snrHi/hvd_031_mono.wav, 0.98, 0.56
/home/ubuntu/elec823/hurricane/mod9/ssn/snrLo/hvd_027_mono.wav, 0.65, 0.43
/home/ubuntu/elec823/hurricane/mod7/ssn/snrMid/hvd_111_mono.wav, 0.13, 0.52
/home/ubuntu/elec823/hurricane/mod17/ssn/snrMid/hvd_091_mono.wav, 0.91, 0.53
/home/ubuntu/elec823/hurricane/mod5/ssn/snrHi/hvd_165_mono.wav, 0.03, 0.61
/home/ubuntu/elec823/hurricane/mod12/ssn/snrLo/hvd_103_mono.wav, 0.26, 0.43
