Score, Predict
/home/ubuntu/elec823/hurricane/mod9/ssn/snrLo/hvd_167_mono.wav, 0.2575, 0.2903
/home/ubuntu/elec823/hurricane/mod15/cs/snrLo/hvd_163_mono.wav, 0.2654, 0.3769
/home/ubuntu/elec823/hurricane/mod9/ssn/snrMid/hvd_082_mono.wav, 0.5255, 0.3704
/home/ubuntu/elec823/hurricane/mod10/ssn/snrMid/hvd_055_mono.wav, 0.3211, 0.3424
/home/ubuntu/elec823/hurricane/mod6/ssn/snrHi/hvd_142_mono.wav, 0.5264, 0.4688
/home/ubuntu/elec823/hurricane/mod5/cs/snrMid/hvd_027_mono.wav, 0.4483, 0.4572
/home/ubuntu/elec823/hurricane/mod2/ssn/snrHi/hvd_149_mono.wav, 0.3976, 0.4870
/home/ubuntu/elec823/hurricane/mod8/cs/snrLo/hvd_088_mono.wav, 0.2989, 0.3854
/home/ubuntu/elec823/hurricane/mod16/ssn/snrLo/hvd_146_mono.wav, 0.1819, 0.2912
/home/ubuntu/elec823/hurricane/mod9/cs/snrHi/hvd_022_mono.wav, 0.5752, 0.4584
/home/ubuntu/elec823/hurricane/mod8/ssn/snrMid/hvd_084_mono.wav, 0.3435, 0.3423
/home/ubuntu/elec823/hurricane/mod13/cs/snrHi/hvd_091_mono.wav, 0.5040, 0.4588
/home/ubuntu/elec823/hurricane/mod20/ssn/snrHi/hvd_042_mono.wav, 0.4778, 0.4701
/home/ubuntu/elec823/hurricane/mod16/ssn/snrLo/hvd_121_mono.wav, 0.2039, 0.3135
/home/ubuntu/elec823/hurricane/mod9/ssn/snrMid/hvd_116_mono.wav, 0.4124, 0.3774
/home/ubuntu/elec823/hurricane/mod20/ssn/snrHi/hvd_121_mono.wav, 0.4910, 0.4288
/home/ubuntu/elec823/hurricane/mod3/ssn/snrMid/hvd_057_mono.wav, 0.3966, 0.4164
/home/ubuntu/elec823/hurricane/mod15/ssn/snrLo/hvd_097_mono.wav, 0.1969, 0.3056
/home/ubuntu/elec823/hurricane/mod3/ssn/snrMid/hvd_039_mono.wav, 0.3240, 0.3305
/home/ubuntu/elec823/hurricane/mod5/ssn/snrHi/hvd_123_mono.wav, 0.3805, 0.4846
/home/ubuntu/elec823/hurricane/mod5/cs/snrLo/hvd_043_mono.wav, 0.2676, 0.4868
/home/ubuntu/elec823/hurricane/mod8/ssn/snrMid/hvd_064_mono.wav, 0.3361, 0.3192
/home/ubuntu/elec823/hurricane/mod20/ssn/snrLo/hvd_150_mono.wav, 0.2529, 0.3001
/home/ubuntu/elec823/hurricane/mod2/ssn/snrLo/hvd_050_mono.wav, 0.2519, 0.3386
/home/ubuntu/elec823/hurricane/mod5/cs/snrLo/hvd_108_mono.wav, 0.2555, 0.3920
/home/ubuntu/elec823/hurricane/mod4/ssn/snrLo/hvd_040_mono.wav, 0.1298, 0.2956
/home/ubuntu/elec823/hurricane/mod10/ssn/snrHi/hvd_065_mono.wav, 0.5282, 0.4216
/home/ubuntu/elec823/hurricane/mod12/ssn/snrHi/hvd_049_mono.wav, 0.5543, 0.4560
/home/ubuntu/elec823/hurricane/mod13/cs/snrHi/hvd_142_mono.wav, 0.5386, 0.4373
/home/ubuntu/elec823/hurricane/mod11/ssn/snrMid/hvd_103_mono.wav, 0.4151, 0.4323
/home/ubuntu/elec823/hurricane/mod10/cs/snrLo/hvd_152_mono.wav, 0.2369, 0.5238
/home/ubuntu/elec823/hurricane/mod12/ssn/snrMid/hvd_162_mono.wav, 0.5130, 0.4249
/home/ubuntu/elec823/hurricane/mod15/ssn/snrLo/hvd_010_mono.wav, 0.2872, 0.2957
/home/ubuntu/elec823/hurricane/mod11/ssn/snrHi/hvd_046_mono.wav, 0.5114, 0.4447
/home/ubuntu/elec823/hurricane/mod12/ssn/snrMid/hvd_164_mono.wav, 0.4752, 0.4443
/home/ubuntu/elec823/hurricane/mod2/cs/snrHi/hvd_086_mono.wav, 0.6101, 0.4286
/home/ubuntu/elec823/hurricane/mod10/ssn/snrLo/hvd_115_mono.wav, 0.2015, 0.3060
/home/ubuntu/elec823/hurricane/mod2/cs/snrLo/hvd_017_mono.wav, 0.2523, 0.3937
/home/ubuntu/elec823/hurricane/mod4/cs/snrMid/hvd_098_mono.wav, 0.4116, 0.4747
/home/ubuntu/elec823/hurricane/mod18/cs/snrLo/hvd_015_mono.wav, 0.2183, 0.4082
/home/ubuntu/elec823/hurricane/mod6/ssn/snrHi/hvd_080_mono.wav, 0.4579, 0.4289
/home/ubuntu/elec823/hurricane/mod7/cs/snrLo/hvd_103_mono.wav, 0.3164, 0.4673
/home/ubuntu/elec823/hurricane/mod20/cs/snrMid/hvd_026_mono.wav, 0.4112, 0.4473
/home/ubuntu/elec823/hurricane/mod10/cs/snrHi/hvd_113_mono.wav, 0.5501, 0.3828
/home/ubuntu/elec823/hurricane/mod9/ssn/snrLo/hvd_018_mono.wav, 0.2119, 0.3117
/home/ubuntu/elec823/hurricane/mod9/ssn/snrMid/hvd_037_mono.wav, 0.3908, 0.4019
/home/ubuntu/elec823/hurricane/mod16/ssn/snrLo/hvd_132_mono.wav, 0.2252, 0.3035
/home/ubuntu/elec823/hurricane/mod11/ssn/snrLo/hvd_003_mono.wav, 0.2949, 0.3493
/home/ubuntu/elec823/hurricane/mod10/ssn/snrMid/hvd_084_mono.wav, 0.4378, 0.3445
/home/ubuntu/elec823/hurricane/mod18/cs/snrHi/hvd_175_mono.wav, 0.4364, 0.4555
/home/ubuntu/elec823/hurricane/mod14/ssn/snrLo/hvd_116_mono.wav, 0.2003, 0.3397
/home/ubuntu/elec823/hurricane/mod12/cs/snrHi/hvd_043_mono.wav, 0.5498, 0.5239
/home/ubuntu/elec823/hurricane/mod9/ssn/snrLo/hvd_164_mono.wav, 0.3329, 0.3063
/home/ubuntu/elec823/hurricane/mod12/cs/snrLo/hvd_139_mono.wav, 0.3027, 0.4375
/home/ubuntu/elec823/hurricane/mod7/ssn/snrMid/hvd_062_mono.wav, 0.3702, 0.3939
/home/ubuntu/elec823/hurricane/mod11/cs/snrHi/hvd_050_mono.wav, 0.5549, 0.4698
/home/ubuntu/elec823/hurricane/mod9/cs/snrMid/hvd_028_mono.wav, 0.3578, 0.3629
/home/ubuntu/elec823/hurricane/mod8/ssn/snrMid/hvd_050_mono.wav, 0.4349, 0.3778
/home/ubuntu/elec823/hurricane/mod16/cs/snrLo/hvd_123_mono.wav, 0.3290, 0.4194
/home/ubuntu/elec823/hurricane/mod11/ssn/snrLo/hvd_166_mono.wav, 0.2215, 0.4105
/home/ubuntu/elec823/hurricane/mod3/ssn/snrLo/hvd_110_mono.wav, 0.2346, 0.3151
/home/ubuntu/elec823/hurricane/mod19/cs/snrMid/hvd_030_mono.wav, 0.5475, 0.4490
/home/ubuntu/elec823/hurricane/mod13/cs/snrHi/hvd_168_mono.wav, 0.5704, 0.4528
/home/ubuntu/elec823/hurricane/mod17/ssn/snrHi/hvd_167_mono.wav, 0.5819, 0.4116
/home/ubuntu/elec823/hurricane/mod7/ssn/snrLo/hvd_061_mono.wav, 0.1872, 0.3144
/home/ubuntu/elec823/hurricane/mod13/ssn/snrLo/hvd_044_mono.wav, 0.2647, 0.3117
/home/ubuntu/elec823/hurricane/mod7/ssn/snrLo/hvd_050_mono.wav, 0.3080, 0.3426
/home/ubuntu/elec823/hurricane/mod4/ssn/snrLo/hvd_124_mono.wav, 0.1601, 0.3074
/home/ubuntu/elec823/hurricane/mod5/ssn/snrLo/hvd_033_mono.wav, 0.2449, 0.3633
/home/ubuntu/elec823/hurricane/mod11/cs/snrMid/hvd_116_mono.wav, 0.4558, 0.4609
/home/ubuntu/elec823/hurricane/mod4/ssn/snrLo/hvd_113_mono.wav, 0.1167, 0.3081
/home/ubuntu/elec823/hurricane/mod14/ssn/snrLo/hvd_082_mono.wav, 0.2264, 0.3106
/home/ubuntu/elec823/hurricane/mod11/cs/snrHi/hvd_107_mono.wav, 0.5935, 0.3880
/home/ubuntu/elec823/hurricane/mod5/cs/snrHi/hvd_018_mono.wav, 0.5375, 0.4902
/home/ubuntu/elec823/hurricane/mod17/ssn/snrHi/hvd_108_mono.wav, 0.5111, 0.4533
/home/ubuntu/elec823/hurricane/mod14/cs/snrHi/hvd_176_mono.wav, 0.5705, 0.4366
/home/ubuntu/elec823/hurricane/mod16/cs/snrLo/hvd_122_mono.wav, 0.3958, 0.4229
/home/ubuntu/elec823/hurricane/mod9/ssn/snrLo/hvd_145_mono.wav, 0.2515, 0.3246
/home/ubuntu/elec823/hurricane/mod18/ssn/snrLo/hvd_091_mono.wav, 0.2377, 0.3594
/home/ubuntu/elec823/hurricane/mod8/ssn/snrHi/hvd_069_mono.wav, 0.4541, 0.4163
/home/ubuntu/elec823/hurricane/mod20/cs/snrMid/hvd_086_mono.wav, 0.4801, 0.4319
/home/ubuntu/elec823/hurricane/mod1/ssn/snrLo/hvd_114_mono.wav, 0.2032, 0.3109
/home/ubuntu/elec823/hurricane/mod12/ssn/snrLo/hvd_151_mono.wav, 0.2457, 0.3082
/home/ubuntu/elec823/hurricane/mod12/cs/snrLo/hvd_031_mono.wav, 0.1861, 0.4698
/home/ubuntu/elec823/hurricane/mod17/ssn/snrLo/hvd_137_mono.wav, 0.2629, 0.3430
/home/ubuntu/elec823/hurricane/mod4/cs/snrHi/hvd_145_mono.wav, 0.5782, 0.4283
/home/ubuntu/elec823/hurricane/mod20/ssn/snrHi/hvd_008_mono.wav, 0.4749, 0.4546
/home/ubuntu/elec823/hurricane/mod3/cs/snrHi/hvd_134_mono.wav, 0.5076, 0.3794
/home/ubuntu/elec823/hurricane/mod6/ssn/snrHi/hvd_151_mono.wav, 0.5347, 0.4819
/home/ubuntu/elec823/hurricane/mod16/ssn/snrMid/hvd_151_mono.wav, 0.3295, 0.3914
/home/ubuntu/elec823/hurricane/mod6/cs/snrHi/hvd_172_mono.wav, 0.5394, 0.4967
/home/ubuntu/elec823/hurricane/mod2/ssn/snrLo/hvd_049_mono.wav, 0.1986, 0.2967
/home/ubuntu/elec823/hurricane/mod4/cs/snrHi/hvd_123_mono.wav, 0.5700, 0.4283
/home/ubuntu/elec823/hurricane/mod5/cs/snrMid/hvd_157_mono.wav, 0.4808, 0.4289
/home/ubuntu/elec823/hurricane/mod19/cs/snrHi/hvd_031_mono.wav, 0.4977, 0.4694
/home/ubuntu/elec823/hurricane/mod12/ssn/snrMid/hvd_158_mono.wav, 0.5097, 0.4553
/home/ubuntu/elec823/hurricane/mod6/ssn/snrMid/hvd_129_mono.wav, 0.3793, 0.3696
/home/ubuntu/elec823/hurricane/mod14/cs/snrMid/hvd_109_mono.wav, 0.4095, 0.3836
/home/ubuntu/elec823/hurricane/mod3/ssn/snrHi/hvd_101_mono.wav, 0.5159, 0.4565
/home/ubuntu/elec823/hurricane/mod20/ssn/snrHi/hvd_169_mono.wav, 0.4843, 0.4061
/home/ubuntu/elec823/hurricane/mod14/ssn/snrLo/hvd_109_mono.wav, 0.1530, 0.3198
/home/ubuntu/elec823/hurricane/mod3/cs/snrHi/hvd_017_mono.wav, 0.5460, 0.4256
/home/ubuntu/elec823/hurricane/mod16/ssn/snrLo/hvd_056_mono.wav, 0.1760, 0.3086
/home/ubuntu/elec823/hurricane/mod4/cs/snrMid/hvd_053_mono.wav, 0.4362, 0.4267
/home/ubuntu/elec823/hurricane/mod20/ssn/snrMid/hvd_026_mono.wav, 0.3564, 0.3526
/home/ubuntu/elec823/hurricane/mod3/ssn/snrHi/hvd_052_mono.wav, 0.5002, 0.3964
/home/ubuntu/elec823/hurricane/mod19/ssn/snrLo/hvd_052_mono.wav, 0.2126, 0.3168
/home/ubuntu/elec823/hurricane/mod2/cs/snrHi/hvd_059_mono.wav, 0.5964, 0.4979
/home/ubuntu/elec823/hurricane/mod5/cs/snrMid/hvd_137_mono.wav, 0.4104, 0.4406
/home/ubuntu/elec823/hurricane/mod10/ssn/snrLo/hvd_112_mono.wav, 0.2884, 0.3025
/home/ubuntu/elec823/hurricane/mod5/ssn/snrHi/hvd_017_mono.wav, 0.4227, 0.4753
/home/ubuntu/elec823/hurricane/mod7/ssn/snrMid/hvd_084_mono.wav, 0.3066, 0.3957
/home/ubuntu/elec823/hurricane/mod18/ssn/snrLo/hvd_068_mono.wav, 0.1754, 0.3156
/home/ubuntu/elec823/hurricane/mod11/ssn/snrLo/hvd_128_mono.wav, 0.3134, 0.3891
/home/ubuntu/elec823/hurricane/mod4/cs/snrLo/hvd_114_mono.wav, 0.3438, 0.4640
/home/ubuntu/elec823/hurricane/mod7/ssn/snrMid/hvd_061_mono.wav, 0.3309, 0.3819
/home/ubuntu/elec823/hurricane/mod13/cs/snrLo/hvd_140_mono.wav, 0.3175, 0.4326
/home/ubuntu/elec823/hurricane/mod17/cs/snrHi/hvd_037_mono.wav, 0.5824, 0.4101
/home/ubuntu/elec823/hurricane/mod20/ssn/snrMid/hvd_117_mono.wav, 0.3625, 0.3777
/home/ubuntu/elec823/hurricane/mod16/cs/snrLo/hvd_089_mono.wav, 0.2372, 0.4013
/home/ubuntu/elec823/hurricane/mod6/ssn/snrMid/hvd_058_mono.wav, 0.4199, 0.4035
/home/ubuntu/elec823/hurricane/mod13/cs/snrMid/hvd_028_mono.wav, 0.3629, 0.3585
/home/ubuntu/elec823/hurricane/mod1/ssn/snrLo/hvd_109_mono.wav, 0.1726, 0.3169
/home/ubuntu/elec823/hurricane/mod2/cs/snrMid/hvd_082_mono.wav, 0.5141, 0.3699
/home/ubuntu/elec823/hurricane/mod3/cs/snrLo/hvd_121_mono.wav, 0.2753, 0.4595
/home/ubuntu/elec823/hurricane/mod20/ssn/snrLo/hvd_110_mono.wav, 0.2324, 0.3096
/home/ubuntu/elec823/hurricane/mod18/ssn/snrMid/hvd_153_mono.wav, 0.3187, 0.3287
/home/ubuntu/elec823/hurricane/mod11/cs/snrLo/hvd_100_mono.wav, 0.2571, 0.4603
/home/ubuntu/elec823/hurricane/mod12/cs/snrHi/hvd_048_mono.wav, 0.5644, 0.4671
/home/ubuntu/elec823/hurricane/mod20/cs/snrMid/hvd_013_mono.wav, 0.4253, 0.4625
/home/ubuntu/elec823/hurricane/mod13/cs/snrLo/hvd_143_mono.wav, 0.3063, 0.4130
/home/ubuntu/elec823/hurricane/mod9/ssn/snrMid/hvd_053_mono.wav, 0.4721, 0.3847
/home/ubuntu/elec823/hurricane/mod3/cs/snrHi/hvd_095_mono.wav, 0.4994, 0.4763
/home/ubuntu/elec823/hurricane/mod12/cs/snrMid/hvd_059_mono.wav, 0.4573, 0.4784
/home/ubuntu/elec823/hurricane/mod5/ssn/snrHi/hvd_055_mono.wav, 0.3521, 0.4277
/home/ubuntu/elec823/hurricane/mod8/ssn/snrLo/hvd_010_mono.wav, 0.2984, 0.2942
/home/ubuntu/elec823/hurricane/mod13/cs/snrLo/hvd_016_mono.wav, 0.3238, 0.3733
/home/ubuntu/elec823/hurricane/mod18/ssn/snrMid/hvd_074_mono.wav, 0.3507, 0.3198
/home/ubuntu/elec823/hurricane/mod13/cs/snrLo/hvd_066_mono.wav, 0.2708, 0.3978
/home/ubuntu/elec823/hurricane/mod20/ssn/snrHi/hvd_056_mono.wav, 0.4297, 0.3991
/home/ubuntu/elec823/hurricane/mod6/cs/snrMid/hvd_052_mono.wav, 0.4504, 0.4085
/home/ubuntu/elec823/hurricane/mod7/ssn/snrMid/hvd_167_mono.wav, 0.3965, 0.3861
/home/ubuntu/elec823/hurricane/mod16/ssn/snrLo/hvd_072_mono.wav, 0.1997, 0.3123
/home/ubuntu/elec823/hurricane/mod17/ssn/snrMid/hvd_050_mono.wav, 0.4633, 0.3786
/home/ubuntu/elec823/hurricane/mod5/cs/snrHi/hvd_039_mono.wav, 0.4530, 0.4308
/home/ubuntu/elec823/hurricane/mod9/ssn/snrMid/hvd_149_mono.wav, 0.3746, 0.4082
/home/ubuntu/elec823/hurricane/mod10/cs/snrLo/hvd_175_mono.wav, 0.2091, 0.4443
/home/ubuntu/elec823/hurricane/mod17/cs/snrMid/hvd_065_mono.wav, 0.3826, 0.4476
/home/ubuntu/elec823/hurricane/mod12/ssn/snrMid/hvd_072_mono.wav, 0.4991, 0.4042
/home/ubuntu/elec823/hurricane/mod1/cs/snrHi/hvd_121_mono.wav, 0.5332, 0.4432
/home/ubuntu/elec823/hurricane/mod17/ssn/snrLo/hvd_072_mono.wav, 0.3337, 0.3272
/home/ubuntu/elec823/hurricane/mod13/ssn/snrMid/hvd_135_mono.wav, 0.4038, 0.4080
/home/ubuntu/elec823/hurricane/mod2/cs/snrMid/hvd_124_mono.wav, 0.3813, 0.4328
/home/ubuntu/elec823/hurricane/mod8/cs/snrHi/hvd_016_mono.wav, 0.5555, 0.4102
/home/ubuntu/elec823/hurricane/mod11/cs/snrMid/hvd_114_mono.wav, 0.4406, 0.4619
/home/ubuntu/elec823/hurricane/mod8/cs/snrMid/hvd_153_mono.wav, 0.3613, 0.4072
/home/ubuntu/elec823/hurricane/mod1/ssn/snrHi/hvd_119_mono.wav, 0.4372, 0.3970
/home/ubuntu/elec823/hurricane/mod19/cs/snrLo/hvd_066_mono.wav, 0.2726, 0.4064
/home/ubuntu/elec823/hurricane/mod15/cs/snrMid/hvd_134_mono.wav, 0.4007, 0.4205
/home/ubuntu/elec823/hurricane/mod11/cs/snrLo/hvd_049_mono.wav, 0.2805, 0.4055
/home/ubuntu/elec823/hurricane/mod15/ssn/snrMid/hvd_122_mono.wav, 0.4442, 0.3265
/home/ubuntu/elec823/hurricane/mod5/ssn/snrMid/hvd_157_mono.wav, 0.2554, 0.3547
/home/ubuntu/elec823/hurricane/mod7/cs/snrLo/hvd_175_mono.wav, 0.2113, 0.4277
/home/ubuntu/elec823/hurricane/mod8/cs/snrHi/hvd_043_mono.wav, 0.5358, 0.5177
/home/ubuntu/elec823/hurricane/mod18/cs/snrLo/hvd_050_mono.wav, 0.2952, 0.3814
/home/ubuntu/elec823/hurricane/mod6/cs/snrLo/hvd_044_mono.wav, 0.3078, 0.4409
/home/ubuntu/elec823/hurricane/mod19/cs/snrMid/hvd_110_mono.wav, 0.4010, 0.4007
/home/ubuntu/elec823/hurricane/mod1/cs/snrLo/hvd_091_mono.wav, 0.2290, 0.4401
/home/ubuntu/elec823/hurricane/mod2/ssn/snrMid/hvd_080_mono.wav, 0.2687, 0.3693
/home/ubuntu/elec823/hurricane/mod2/ssn/snrLo/hvd_141_mono.wav, 0.1980, 0.2938
/home/ubuntu/elec823/hurricane/mod18/cs/snrHi/hvd_172_mono.wav, 0.5285, 0.5224
/home/ubuntu/elec823/hurricane/mod6/ssn/snrLo/hvd_076_mono.wav, 0.2052, 0.3311
/home/ubuntu/elec823/hurricane/mod14/cs/snrMid/hvd_030_mono.wav, 0.5475, 0.4485
/home/ubuntu/elec823/hurricane/mod15/cs/snrHi/hvd_030_mono.wav, 0.6312, 0.4574
/home/ubuntu/elec823/hurricane/mod6/cs/snrMid/hvd_161_mono.wav, 0.4489, 0.3881
/home/ubuntu/elec823/hurricane/mod19/cs/snrLo/hvd_092_mono.wav, 0.3404, 0.5148
/home/ubuntu/elec823/hurricane/mod9/ssn/snrMid/hvd_128_mono.wav, 0.4205, 0.3546
/home/ubuntu/elec823/hurricane/mod3/ssn/snrLo/hvd_116_mono.wav, 0.1905, 0.2947
/home/ubuntu/elec823/hurricane/mod18/cs/snrLo/hvd_057_mono.wav, 0.3203, 0.4391
/home/ubuntu/elec823/hurricane/mod16/cs/snrHi/hvd_022_mono.wav, 0.5700, 0.4426
/home/ubuntu/elec823/hurricane/mod15/ssn/snrLo/hvd_155_mono.wav, 0.2157, 0.2955
/home/ubuntu/elec823/hurricane/mod11/ssn/snrMid/hvd_037_mono.wav, 0.3303, 0.3601
/home/ubuntu/elec823/hurricane/mod20/cs/snrHi/hvd_150_mono.wav, 0.5737, 0.4475
/home/ubuntu/elec823/hurricane/mod4/ssn/snrLo/hvd_064_mono.wav, 0.1816, 0.2914
/home/ubuntu/elec823/hurricane/mod5/ssn/snrLo/hvd_045_mono.wav, 0.1857, 0.3230
/home/ubuntu/elec823/hurricane/mod9/cs/snrMid/hvd_033_mono.wav, 0.5022, 0.4974
/home/ubuntu/elec823/hurricane/mod6/ssn/snrMid/hvd_142_mono.wav, 0.3838, 0.4103
/home/ubuntu/elec823/hurricane/mod7/cs/snrHi/hvd_045_mono.wav, 0.5263, 0.4823
/home/ubuntu/elec823/hurricane/mod14/cs/snrMid/hvd_084_mono.wav, 0.3752, 0.4362
/home/ubuntu/elec823/hurricane/mod14/cs/snrHi/hvd_011_mono.wav, 0.5842, 0.4728
/home/ubuntu/elec823/hurricane/mod18/cs/snrMid/hvd_051_mono.wav, 0.4174, 0.4662
/home/ubuntu/elec823/hurricane/mod14/ssn/snrMid/hvd_045_mono.wav, 0.3350, 0.4196
/home/ubuntu/elec823/hurricane/mod5/ssn/snrHi/hvd_141_mono.wav, 0.4373, 0.4287
/home/ubuntu/elec823/hurricane/mod12/ssn/snrMid/hvd_111_mono.wav, 0.5287, 0.3910
/home/ubuntu/elec823/hurricane/mod18/cs/snrMid/hvd_103_mono.wav, 0.4645, 0.4765
/home/ubuntu/elec823/hurricane/mod19/ssn/snrLo/hvd_111_mono.wav, 0.2391, 0.3130
/home/ubuntu/elec823/hurricane/mod19/ssn/snrLo/hvd_125_mono.wav, 0.2060, 0.2982
/home/ubuntu/elec823/hurricane/mod10/ssn/snrLo/hvd_028_mono.wav, 0.2244, 0.2939
/home/ubuntu/elec823/hurricane/mod17/ssn/snrLo/hvd_074_mono.wav, 0.3160, 0.3234
/home/ubuntu/elec823/hurricane/mod10/ssn/snrHi/hvd_159_mono.wav, 0.5933, 0.4177
/home/ubuntu/elec823/hurricane/mod20/ssn/snrHi/hvd_141_mono.wav, 0.4873, 0.4511
/home/ubuntu/elec823/hurricane/mod3/cs/snrHi/hvd_127_mono.wav, 0.4757, 0.4531
/home/ubuntu/elec823/hurricane/mod9/ssn/snrMid/hvd_059_mono.wav, 0.3670, 0.3751
/home/ubuntu/elec823/hurricane/mod3/cs/snrLo/hvd_050_mono.wav, 0.2952, 0.4271
/home/ubuntu/elec823/hurricane/mod4/cs/snrLo/hvd_082_mono.wav, 0.3729, 0.3759
/home/ubuntu/elec823/hurricane/mod20/cs/snrMid/hvd_118_mono.wav, 0.3937, 0.3728
/home/ubuntu/elec823/hurricane/mod14/ssn/snrHi/hvd_135_mono.wav, 0.4115, 0.4557
/home/ubuntu/elec823/hurricane/mod4/cs/snrHi/hvd_089_mono.wav, 0.5165, 0.4235
/home/ubuntu/elec823/hurricane/mod18/cs/snrMid/hvd_014_mono.wav, 0.4502, 0.4287
/home/ubuntu/elec823/hurricane/mod14/cs/snrMid/hvd_140_mono.wav, 0.4621, 0.4713
/home/ubuntu/elec823/hurricane/mod12/ssn/snrLo/hvd_065_mono.wav, 0.2047, 0.3318
/home/ubuntu/elec823/hurricane/mod1/cs/snrMid/hvd_078_mono.wav, 0.4241, 0.4002
/home/ubuntu/elec823/hurricane/mod10/ssn/snrMid/hvd_135_mono.wav, 0.4218, 0.3785
/home/ubuntu/elec823/hurricane/mod6/cs/snrLo/hvd_179_mono.wav, 0.3760, 0.4326
/home/ubuntu/elec823/hurricane/mod15/ssn/snrLo/hvd_065_mono.wav, 0.2197, 0.3059
/home/ubuntu/elec823/hurricane/mod3/ssn/snrMid/hvd_101_mono.wav, 0.3891, 0.3373
/home/ubuntu/elec823/hurricane/mod3/cs/snrMid/hvd_076_mono.wav, 0.3959, 0.4340
/home/ubuntu/elec823/hurricane/mod13/cs/snrMid/hvd_135_mono.wav, 0.4492, 0.3886
/home/ubuntu/elec823/hurricane/mod11/cs/snrMid/hvd_098_mono.wav, 0.4124, 0.4655
/home/ubuntu/elec823/hurricane/mod6/ssn/snrMid/hvd_150_mono.wav, 0.4376, 0.4295
/home/ubuntu/elec823/hurricane/mod20/cs/snrLo/hvd_145_mono.wav, 0.2997, 0.4192
/home/ubuntu/elec823/hurricane/mod9/cs/snrLo/hvd_137_mono.wav, 0.2759, 0.4716
/home/ubuntu/elec823/hurricane/mod15/cs/snrLo/hvd_099_mono.wav, 0.2337, 0.4849
/home/ubuntu/elec823/hurricane/mod20/ssn/snrLo/hvd_119_mono.wav, 0.1950, 0.3024
/home/ubuntu/elec823/hurricane/mod18/cs/snrMid/hvd_121_mono.wav, 0.4197, 0.4710
/home/ubuntu/elec823/hurricane/mod4/cs/snrHi/hvd_175_mono.wav, 0.4419, 0.4434
