Score, Predict
/home/ubuntu/elec823/hurricane/mod14/ssn/snrMid/hvd_016_mono.wav, 0.3247, 0.8736
/home/ubuntu/elec823/hurricane/mod5/ssn/snrHi/hvd_151_mono.wav, 0.4456, 0.8759
/home/ubuntu/elec823/hurricane/mod7/ssn/snrMid/hvd_179_mono.wav, 0.3889, 0.8751
/home/ubuntu/elec823/hurricane/mod18/ssn/snrLo/hvd_031_mono.wav, 0.2164, 0.8663
/home/ubuntu/elec823/hurricane/mod7/ssn/snrLo/hvd_045_mono.wav, 0.2210, 0.8620
/home/ubuntu/elec823/hurricane/mod9/ssn/snrMid/hvd_164_mono.wav, 0.4795, 0.8748
/home/ubuntu/elec823/hurricane/mod17/ssn/snrLo/hvd_070_mono.wav, 0.2206, 0.8747
/home/ubuntu/elec823/hurricane/mod17/ssn/snrHi/hvd_108_mono.wav, 0.5111, 0.8807
/home/ubuntu/elec823/hurricane/mod4/ssn/snrHi/hvd_094_mono.wav, 0.4425, 0.8770
/home/ubuntu/elec823/hurricane/mod10/ssn/snrMid/hvd_049_mono.wav, 0.4358, 0.8730
/home/ubuntu/elec823/hurricane/mod9/ssn/snrLo/hvd_166_mono.wav, 0.1879, 0.8595
/home/ubuntu/elec823/hurricane/mod15/ssn/snrLo/hvd_060_mono.wav, 0.2109, 0.8552
/home/ubuntu/elec823/hurricane/mod6/ssn/snrMid/hvd_140_mono.wav, 0.3867, 0.8744
/home/ubuntu/elec823/hurricane/mod15/ssn/snrMid/hvd_075_mono.wav, 0.4506, 0.8741
/home/ubuntu/elec823/hurricane/mod6/ssn/snrLo/hvd_074_mono.wav, 0.2210, 0.8611
/home/ubuntu/elec823/hurricane/mod11/ssn/snrMid/hvd_129_mono.wav, 0.4105, 0.8748
/home/ubuntu/elec823/hurricane/mod4/ssn/snrHi/hvd_071_mono.wav, 0.5334, 0.8745
/home/ubuntu/elec823/hurricane/mod12/ssn/snrHi/hvd_043_mono.wav, 0.5040, 0.8782
/home/ubuntu/elec823/hurricane/mod10/ssn/snrHi/hvd_047_mono.wav, 0.5595, 0.8748
/home/ubuntu/elec823/hurricane/mod18/ssn/snrLo/hvd_026_mono.wav, 0.2417, 0.8605
/home/ubuntu/elec823/hurricane/mod5/ssn/snrHi/hvd_073_mono.wav, 0.4156, 0.8826
/home/ubuntu/elec823/hurricane/mod10/ssn/snrHi/hvd_114_mono.wav, 0.5704, 0.8830
/home/ubuntu/elec823/hurricane/mod15/ssn/snrLo/hvd_156_mono.wav, 0.1692, 0.8634
/home/ubuntu/elec823/hurricane/mod7/ssn/snrLo/hvd_150_mono.wav, 0.2620, 0.8718
/home/ubuntu/elec823/hurricane/mod16/ssn/snrMid/hvd_040_mono.wav, 0.2385, 0.8745
/home/ubuntu/elec823/hurricane/mod16/ssn/snrMid/hvd_122_mono.wav, 0.3146, 0.8683
/home/ubuntu/elec823/hurricane/mod20/ssn/snrLo/hvd_071_mono.wav, 0.1832, 0.8579
/home/ubuntu/elec823/hurricane/mod11/ssn/snrLo/hvd_075_mono.wav, 0.2896, 0.8748
/home/ubuntu/elec823/hurricane/mod18/ssn/snrHi/hvd_111_mono.wav, 0.5285, 0.8774
/home/ubuntu/elec823/hurricane/mod2/ssn/snrMid/hvd_052_mono.wav, 0.3817, 0.8728
/home/ubuntu/elec823/hurricane/mod19/ssn/snrMid/hvd_155_mono.wav, 0.3713, 0.8676
/home/ubuntu/elec823/hurricane/mod4/ssn/snrHi/hvd_047_mono.wav, 0.5132, 0.8833
/home/ubuntu/elec823/hurricane/mod20/ssn/snrHi/hvd_091_mono.wav, 0.5003, 0.8766
/home/ubuntu/elec823/hurricane/mod7/ssn/snrMid/hvd_100_mono.wav, 0.3508, 0.8790
/home/ubuntu/elec823/hurricane/mod5/ssn/snrMid/hvd_109_mono.wav, 0.2874, 0.8743
/home/ubuntu/elec823/hurricane/mod1/ssn/snrMid/hvd_084_mono.wav, 0.2925, 0.8746
/home/ubuntu/elec823/hurricane/mod3/ssn/snrHi/hvd_140_mono.wav, 0.5020, 0.8854
/home/ubuntu/elec823/hurricane/mod2/ssn/snrMid/hvd_015_mono.wav, 0.2282, 0.8683
/home/ubuntu/elec823/hurricane/mod15/ssn/snrHi/hvd_150_mono.wav, 0.5544, 0.8820
/home/ubuntu/elec823/hurricane/mod15/ssn/snrHi/hvd_117_mono.wav, 0.5323, 0.8804
/home/ubuntu/elec823/hurricane/mod4/ssn/snrMid/hvd_179_mono.wav, 0.3610, 0.8717
/home/ubuntu/elec823/hurricane/mod12/ssn/snrHi/hvd_070_mono.wav, 0.5285, 0.8804
/home/ubuntu/elec823/hurricane/mod20/ssn/snrMid/hvd_098_mono.wav, 0.3574, 0.8734
/home/ubuntu/elec823/hurricane/mod1/ssn/snrMid/hvd_081_mono.wav, 0.3254, 0.8747
/home/ubuntu/elec823/hurricane/mod20/ssn/snrHi/hvd_003_mono.wav, 0.4780, 0.8810
/home/ubuntu/elec823/hurricane/mod10/ssn/snrHi/hvd_140_mono.wav, 0.5875, 0.8836
/home/ubuntu/elec823/hurricane/mod10/ssn/snrLo/hvd_152_mono.wav, 0.2771, 0.8701
/home/ubuntu/elec823/hurricane/mod5/ssn/snrMid/hvd_110_mono.wav, 0.3382, 0.8777
/home/ubuntu/elec823/hurricane/mod6/ssn/snrLo/hvd_092_mono.wav, 0.2509, 0.8708
/home/ubuntu/elec823/hurricane/mod6/ssn/snrMid/hvd_028_mono.wav, 0.3253, 0.8747
/home/ubuntu/elec823/hurricane/mod12/ssn/snrLo/hvd_094_mono.wav, 0.3690, 0.8767
/home/ubuntu/elec823/hurricane/mod13/ssn/snrLo/hvd_076_mono.wav, 0.1999, 0.8723
/home/ubuntu/elec823/hurricane/mod14/ssn/snrLo/hvd_012_mono.wav, 0.2041, 0.8659
/home/ubuntu/elec823/hurricane/mod7/ssn/snrMid/hvd_042_mono.wav, 0.3626, 0.8731
/home/ubuntu/elec823/hurricane/mod18/ssn/snrHi/hvd_100_mono.wav, 0.4798, 0.8767
/home/ubuntu/elec823/hurricane/mod11/ssn/snrHi/hvd_040_mono.wav, 0.4245, 0.8806
/home/ubuntu/elec823/hurricane/mod10/ssn/snrHi/hvd_065_mono.wav, 0.5282, 0.8826
/home/ubuntu/elec823/hurricane/mod4/ssn/snrHi/hvd_122_mono.wav, 0.5012, 0.8751
/home/ubuntu/elec823/hurricane/mod10/ssn/snrMid/hvd_158_mono.wav, 0.4614, 0.8776
/home/ubuntu/elec823/hurricane/mod20/ssn/snrLo/hvd_044_mono.wav, 0.2393, 0.8660
/home/ubuntu/elec823/hurricane/mod14/ssn/snrLo/hvd_027_mono.wav, 0.1976, 0.8728
/home/ubuntu/elec823/hurricane/mod3/ssn/snrLo/hvd_051_mono.wav, 0.2448, 0.8672
/home/ubuntu/elec823/hurricane/mod7/ssn/snrLo/hvd_052_mono.wav, 0.1898, 0.8695
/home/ubuntu/elec823/hurricane/mod4/ssn/snrHi/hvd_167_mono.wav, 0.4795, 0.8861
/home/ubuntu/elec823/hurricane/mod20/ssn/snrHi/hvd_092_mono.wav, 0.4863, 0.8832
/home/ubuntu/elec823/hurricane/mod1/ssn/snrMid/hvd_114_mono.wav, 0.3813, 0.8772
/home/ubuntu/elec823/hurricane/mod17/ssn/snrLo/hvd_032_mono.wav, 0.2690, 0.8764
/home/ubuntu/elec823/hurricane/mod3/ssn/snrMid/hvd_059_mono.wav, 0.3488, 0.8746
/home/ubuntu/elec823/hurricane/mod2/ssn/snrLo/hvd_112_mono.wav, 0.1996, 0.8562
/home/ubuntu/elec823/hurricane/mod14/ssn/snrMid/hvd_012_mono.wav, 0.3135, 0.8773
/home/ubuntu/elec823/hurricane/mod13/ssn/snrHi/hvd_168_mono.wav, 0.5543, 0.8853
/home/ubuntu/elec823/hurricane/mod14/ssn/snrHi/hvd_136_mono.wav, 0.3886, 0.8827
/home/ubuntu/elec823/hurricane/mod19/ssn/snrLo/hvd_158_mono.wav, 0.2322, 0.8663
/home/ubuntu/elec823/hurricane/mod9/ssn/snrLo/hvd_169_mono.wav, 0.2520, 0.8697
/home/ubuntu/elec823/hurricane/mod4/ssn/snrMid/hvd_099_mono.wav, 0.2901, 0.8720
/home/ubuntu/elec823/hurricane/mod3/ssn/snrHi/hvd_078_mono.wav, 0.5140, 0.8851
/home/ubuntu/elec823/hurricane/mod9/ssn/snrMid/hvd_119_mono.wav, 0.3731, 0.8726
/home/ubuntu/elec823/hurricane/mod18/ssn/snrMid/hvd_049_mono.wav, 0.3495, 0.8756
/home/ubuntu/elec823/hurricane/mod16/ssn/snrMid/hvd_106_mono.wav, 0.3200, 0.8727
/home/ubuntu/elec823/hurricane/mod7/ssn/snrMid/hvd_143_mono.wav, 0.4033, 0.8761
/home/ubuntu/elec823/hurricane/mod18/ssn/snrHi/hvd_169_mono.wav, 0.4760, 0.8787
/home/ubuntu/elec823/hurricane/mod11/ssn/snrMid/hvd_064_mono.wav, 0.3777, 0.8747
/home/ubuntu/elec823/hurricane/mod18/ssn/snrHi/hvd_118_mono.wav, 0.4319, 0.8779
/home/ubuntu/elec823/hurricane/mod17/ssn/snrHi/hvd_013_mono.wav, 0.5411, 0.8863
/home/ubuntu/elec823/hurricane/mod3/ssn/snrMid/hvd_104_mono.wav, 0.3844, 0.8747
/home/ubuntu/elec823/hurricane/mod3/ssn/snrHi/hvd_082_mono.wav, 0.5633, 0.8827
/home/ubuntu/elec823/hurricane/mod1/ssn/snrHi/hvd_056_mono.wav, 0.3066, 0.8814
/home/ubuntu/elec823/hurricane/mod12/ssn/snrMid/hvd_112_mono.wav, 0.3776, 0.8745
/home/ubuntu/elec823/hurricane/mod20/ssn/snrHi/hvd_127_mono.wav, 0.4886, 0.8807
/home/ubuntu/elec823/hurricane/mod10/ssn/snrMid/hvd_091_mono.wav, 0.4823, 0.8746
/home/ubuntu/elec823/hurricane/mod9/ssn/snrMid/hvd_111_mono.wav, 0.4350, 0.8712
/home/ubuntu/elec823/hurricane/mod13/ssn/snrHi/hvd_134_mono.wav, 0.5618, 0.8836
/home/ubuntu/elec823/hurricane/mod15/ssn/snrHi/hvd_111_mono.wav, 0.5904, 0.8859
/home/ubuntu/elec823/hurricane/mod5/ssn/snrLo/hvd_017_mono.wav, 0.2079, 0.8666
/home/ubuntu/elec823/hurricane/mod9/ssn/snrMid/hvd_065_mono.wav, 0.3384, 0.8748
/home/ubuntu/elec823/hurricane/mod10/ssn/snrMid/hvd_107_mono.wav, 0.4569, 0.8761
/home/ubuntu/elec823/hurricane/mod4/ssn/snrLo/hvd_038_mono.wav, 0.1577, 0.8652
/home/ubuntu/elec823/hurricane/mod2/ssn/snrMid/hvd_074_mono.wav, 0.2807, 0.8744
/home/ubuntu/elec823/hurricane/mod3/ssn/snrMid/hvd_002_mono.wav, 0.3489, 0.8765
/home/ubuntu/elec823/hurricane/mod8/ssn/snrHi/hvd_100_mono.wav, 0.4878, 0.8794
/home/ubuntu/elec823/hurricane/mod15/ssn/snrLo/hvd_164_mono.wav, 0.2619, 0.8652
/home/ubuntu/elec823/hurricane/mod14/ssn/snrMid/hvd_042_mono.wav, 0.3237, 0.8770
/home/ubuntu/elec823/hurricane/mod12/ssn/snrLo/hvd_115_mono.wav, 0.1943, 0.8797
/home/ubuntu/elec823/hurricane/mod16/ssn/snrLo/hvd_049_mono.wav, 0.2033, 0.8652
/home/ubuntu/elec823/hurricane/mod6/ssn/snrLo/hvd_075_mono.wav, 0.2113, 0.8730
/home/ubuntu/elec823/hurricane/mod14/ssn/snrLo/hvd_015_mono.wav, 0.1697, 0.8718
/home/ubuntu/elec823/hurricane/mod20/ssn/snrHi/hvd_048_mono.wav, 0.4571, 0.8861
/home/ubuntu/elec823/hurricane/mod15/ssn/snrMid/hvd_086_mono.wav, 0.4336, 0.8759
/home/ubuntu/elec823/hurricane/mod15/ssn/snrMid/hvd_043_mono.wav, 0.3532, 0.8747
/home/ubuntu/elec823/hurricane/mod8/ssn/snrMid/hvd_125_mono.wav, 0.3961, 0.8748
/home/ubuntu/elec823/hurricane/mod12/ssn/snrLo/hvd_161_mono.wav, 0.2983, 0.8746
/home/ubuntu/elec823/hurricane/mod19/ssn/snrHi/hvd_137_mono.wav, 0.3768, 0.8780
/home/ubuntu/elec823/hurricane/mod17/ssn/snrHi/hvd_078_mono.wav, 0.5440, 0.8878
/home/ubuntu/elec823/hurricane/mod1/ssn/snrMid/hvd_070_mono.wav, 0.3023, 0.8741
/home/ubuntu/elec823/hurricane/mod7/ssn/snrMid/hvd_163_mono.wav, 0.2711, 0.8779
/home/ubuntu/elec823/hurricane/mod4/ssn/snrLo/hvd_018_mono.wav, 0.1976, 0.8625
/home/ubuntu/elec823/hurricane/mod7/ssn/snrHi/hvd_175_mono.wav, 0.4685, 0.8789
/home/ubuntu/elec823/hurricane/mod13/ssn/snrHi/hvd_155_mono.wav, 0.6204, 0.8805
/home/ubuntu/elec823/hurricane/mod17/ssn/snrHi/hvd_057_mono.wav, 0.5843, 0.8805
/home/ubuntu/elec823/hurricane/mod10/ssn/snrMid/hvd_141_mono.wav, 0.4607, 0.8721
/home/ubuntu/elec823/hurricane/mod6/ssn/snrLo/hvd_142_mono.wav, 0.2160, 0.8674
/home/ubuntu/elec823/hurricane/mod19/ssn/snrHi/hvd_142_mono.wav, 0.4357, 0.8775
/home/ubuntu/elec823/hurricane/mod6/ssn/snrHi/hvd_155_mono.wav, 0.5427, 0.8779
/home/ubuntu/elec823/hurricane/mod17/ssn/snrHi/hvd_017_mono.wav, 0.5933, 0.8835
/home/ubuntu/elec823/hurricane/mod19/ssn/snrLo/hvd_117_mono.wav, 0.2150, 0.8616
/home/ubuntu/elec823/hurricane/mod9/ssn/snrMid/hvd_175_mono.wav, 0.3707, 0.8731
/home/ubuntu/elec823/hurricane/mod18/ssn/snrHi/hvd_164_mono.wav, 0.5226, 0.8763
/home/ubuntu/elec823/hurricane/mod10/ssn/snrHi/hvd_168_mono.wav, 0.5752, 0.8787
/home/ubuntu/elec823/hurricane/mod8/ssn/snrMid/hvd_042_mono.wav, 0.3859, 0.8663
/home/ubuntu/elec823/hurricane/mod11/ssn/snrHi/hvd_087_mono.wav, 0.6133, 0.8810
/home/ubuntu/elec823/hurricane/mod11/ssn/snrHi/hvd_098_mono.wav, 0.4831, 0.8842
/home/ubuntu/elec823/hurricane/mod19/ssn/snrMid/hvd_150_mono.wav, 0.3769, 0.8759
/home/ubuntu/elec823/hurricane/mod7/ssn/snrMid/hvd_071_mono.wav, 0.3557, 0.8761
/home/ubuntu/elec823/hurricane/mod18/ssn/snrLo/hvd_141_mono.wav, 0.2119, 0.8610
/home/ubuntu/elec823/hurricane/mod18/ssn/snrMid/hvd_163_mono.wav, 0.3346, 0.8747
/home/ubuntu/elec823/hurricane/mod13/ssn/snrLo/hvd_153_mono.wav, 0.1744, 0.8738
/home/ubuntu/elec823/hurricane/mod11/ssn/snrMid/hvd_008_mono.wav, 0.3010, 0.8787
/home/ubuntu/elec823/hurricane/mod2/ssn/snrMid/hvd_159_mono.wav, 0.3077, 0.8740
/home/ubuntu/elec823/hurricane/mod11/ssn/snrHi/hvd_143_mono.wav, 0.5086, 0.8856
/home/ubuntu/elec823/hurricane/mod1/ssn/snrMid/hvd_077_mono.wav, 0.3507, 0.8753
/home/ubuntu/elec823/hurricane/mod10/ssn/snrLo/hvd_143_mono.wav, 0.2680, 0.8691
/home/ubuntu/elec823/hurricane/mod19/ssn/snrHi/hvd_002_mono.wav, 0.4925, 0.8793
/home/ubuntu/elec823/hurricane/mod19/ssn/snrMid/hvd_132_mono.wav, 0.4122, 0.8747
/home/ubuntu/elec823/hurricane/mod3/ssn/snrHi/hvd_125_mono.wav, 0.5087, 0.8789
/home/ubuntu/elec823/hurricane/mod10/ssn/snrHi/hvd_030_mono.wav, 0.5695, 0.8802
/home/ubuntu/elec823/hurricane/mod9/ssn/snrMid/hvd_003_mono.wav, 0.3279, 0.8725
/home/ubuntu/elec823/hurricane/mod20/ssn/snrHi/hvd_109_mono.wav, 0.4670, 0.8814
/home/ubuntu/elec823/hurricane/mod7/ssn/snrHi/hvd_039_mono.wav, 0.5471, 0.8817
/home/ubuntu/elec823/hurricane/mod7/ssn/snrHi/hvd_095_mono.wav, 0.4791, 0.8781
/home/ubuntu/elec823/hurricane/mod7/ssn/snrLo/hvd_074_mono.wav, 0.2170, 0.8712
/home/ubuntu/elec823/hurricane/mod18/ssn/snrLo/hvd_074_mono.wav, 0.2344, 0.8617
/home/ubuntu/elec823/hurricane/mod8/ssn/snrHi/hvd_052_mono.wav, 0.5270, 0.8832
/home/ubuntu/elec823/hurricane/mod20/ssn/snrLo/hvd_022_mono.wav, 0.2132, 0.8649
/home/ubuntu/elec823/hurricane/mod2/ssn/snrLo/hvd_038_mono.wav, 0.1577, 0.8700
/home/ubuntu/elec823/hurricane/mod6/ssn/snrHi/hvd_122_mono.wav, 0.4946, 0.8832
/home/ubuntu/elec823/hurricane/mod4/ssn/snrHi/hvd_046_mono.wav, 0.5291, 0.8820
/home/ubuntu/elec823/hurricane/mod20/ssn/snrLo/hvd_052_mono.wav, 0.1861, 0.8689
/home/ubuntu/elec823/hurricane/mod13/ssn/snrLo/hvd_056_mono.wav, 0.2685, 0.8710
/home/ubuntu/elec823/hurricane/mod4/ssn/snrLo/hvd_146_mono.wav, 0.1738, 0.8620
/home/ubuntu/elec823/hurricane/mod7/ssn/snrHi/hvd_119_mono.wav, 0.4905, 0.8798
/home/ubuntu/elec823/hurricane/mod13/ssn/snrMid/hvd_058_mono.wav, 0.4459, 0.8835
/home/ubuntu/elec823/hurricane/mod19/ssn/snrHi/hvd_097_mono.wav, 0.4234, 0.8788
/home/ubuntu/elec823/hurricane/mod19/ssn/snrMid/hvd_106_mono.wav, 0.3233, 0.8730
/home/ubuntu/elec823/hurricane/mod13/ssn/snrHi/hvd_073_mono.wav, 0.5424, 0.8848
/home/ubuntu/elec823/hurricane/mod5/ssn/snrMid/hvd_077_mono.wav, 0.3171, 0.8745
/home/ubuntu/elec823/hurricane/mod12/ssn/snrHi/hvd_088_mono.wav, 0.5259, 0.8848
/home/ubuntu/elec823/hurricane/mod1/ssn/snrLo/hvd_098_mono.wav, 0.1870, 0.8746
/home/ubuntu/elec823/hurricane/mod6/ssn/snrMid/hvd_053_mono.wav, 0.4073, 0.8759
/home/ubuntu/elec823/hurricane/mod3/ssn/snrHi/hvd_114_mono.wav, 0.4867, 0.8830
/home/ubuntu/elec823/hurricane/mod10/ssn/snrMid/hvd_109_mono.wav, 0.3638, 0.8743
/home/ubuntu/elec823/hurricane/mod10/ssn/snrMid/hvd_171_mono.wav, 0.4801, 0.8759
/home/ubuntu/elec823/hurricane/mod19/ssn/snrMid/hvd_091_mono.wav, 0.3251, 0.8740
/home/ubuntu/elec823/hurricane/mod16/ssn/snrHi/hvd_140_mono.wav, 0.4599, 0.8841
/home/ubuntu/elec823/hurricane/mod1/ssn/snrLo/hvd_139_mono.wav, 0.2761, 0.8747
/home/ubuntu/elec823/hurricane/mod16/ssn/snrMid/hvd_143_mono.wav, 0.3049, 0.8743
/home/ubuntu/elec823/hurricane/mod6/ssn/snrMid/hvd_121_mono.wav, 0.3792, 0.8748
/home/ubuntu/elec823/hurricane/mod16/ssn/snrLo/hvd_061_mono.wav, 0.1918, 0.8588
/home/ubuntu/elec823/hurricane/mod15/ssn/snrHi/hvd_109_mono.wav, 0.5103, 0.8826
/home/ubuntu/elec823/hurricane/mod14/ssn/snrHi/hvd_115_mono.wav, 0.4542, 0.8818
/home/ubuntu/elec823/hurricane/mod2/ssn/snrMid/hvd_132_mono.wav, 0.3528, 0.8746
/home/ubuntu/elec823/hurricane/mod16/ssn/snrHi/hvd_157_mono.wav, 0.3625, 0.8823
/home/ubuntu/elec823/hurricane/mod1/ssn/snrMid/hvd_069_mono.wav, 0.3232, 0.8778
/home/ubuntu/elec823/hurricane/mod1/ssn/snrMid/hvd_018_mono.wav, 0.3629, 0.8740
/home/ubuntu/elec823/hurricane/mod6/ssn/snrHi/hvd_014_mono.wav, 0.4575, 0.8833
/home/ubuntu/elec823/hurricane/mod1/ssn/snrLo/hvd_021_mono.wav, 0.1624, 0.8693
/home/ubuntu/elec823/hurricane/mod6/ssn/snrHi/hvd_088_mono.wav, 0.4695, 0.8838
/home/ubuntu/elec823/hurricane/mod13/ssn/snrMid/hvd_038_mono.wav, 0.4442, 0.8767
/home/ubuntu/elec823/hurricane/mod17/ssn/snrMid/hvd_026_mono.wav, 0.4891, 0.8765
/home/ubuntu/elec823/hurricane/mod6/ssn/snrMid/hvd_068_mono.wav, 0.3121, 0.8800
/home/ubuntu/elec823/hurricane/mod17/ssn/snrLo/hvd_147_mono.wav, 0.1983, 0.8755
/home/ubuntu/elec823/hurricane/mod16/ssn/snrHi/hvd_115_mono.wav, 0.4222, 0.8806
/home/ubuntu/elec823/hurricane/mod9/ssn/snrHi/hvd_033_mono.wav, 0.5439, 0.8852
/home/ubuntu/elec823/hurricane/mod6/ssn/snrLo/hvd_061_mono.wav, 0.1757, 0.8622
/home/ubuntu/elec823/hurricane/mod7/ssn/snrLo/hvd_056_mono.wav, 0.1836, 0.8725
/home/ubuntu/elec823/hurricane/mod14/ssn/snrMid/hvd_157_mono.wav, 0.2579, 0.8747
/home/ubuntu/elec823/hurricane/mod10/ssn/snrMid/hvd_159_mono.wav, 0.4712, 0.8812
/home/ubuntu/elec823/hurricane/mod13/ssn/snrHi/hvd_087_mono.wav, 0.5788, 0.8837
/home/ubuntu/elec823/hurricane/mod7/ssn/snrHi/hvd_015_mono.wav, 0.4178, 0.8849
/home/ubuntu/elec823/hurricane/mod5/ssn/snrLo/hvd_076_mono.wav, 0.1566, 0.8696
/home/ubuntu/elec823/hurricane/mod17/ssn/snrLo/hvd_076_mono.wav, 0.2971, 0.8789
/home/ubuntu/elec823/hurricane/mod2/ssn/snrLo/hvd_145_mono.wav, 0.2368, 0.8657
/home/ubuntu/elec823/hurricane/mod20/ssn/snrLo/hvd_068_mono.wav, 0.2487, 0.8686
/home/ubuntu/elec823/hurricane/mod10/ssn/snrLo/hvd_094_mono.wav, 0.3014, 0.8749
/home/ubuntu/elec823/hurricane/mod1/ssn/snrLo/hvd_003_mono.wav, 0.1983, 0.8763
/home/ubuntu/elec823/hurricane/mod6/ssn/snrHi/hvd_051_mono.wav, 0.5388, 0.8842
/home/ubuntu/elec823/hurricane/mod10/ssn/snrLo/hvd_034_mono.wav, 0.2107, 0.8728
/home/ubuntu/elec823/hurricane/mod15/ssn/snrHi/hvd_158_mono.wav, 0.5782, 0.8813
/home/ubuntu/elec823/hurricane/mod14/ssn/snrLo/hvd_016_mono.wav, 0.2363, 0.8635
/home/ubuntu/elec823/hurricane/mod1/ssn/snrLo/hvd_044_mono.wav, 0.2393, 0.8701
/home/ubuntu/elec823/hurricane/mod11/ssn/snrHi/hvd_153_mono.wav, 0.5960, 0.8825
